Run,Pe,FER
481,0.275,0.6591796875
481,0.3,0.8662109375
482,0.2,0.0
482,0.225,0.005859375
482,0.25,0.03515625
482,0.275,0.70703125
482,0.3,0.8818359375
483,0.2,0.0
483,0.225,0.0
483,0.25,0.0205078125
483,0.275,0.658203125
483,0.3,0.8837890625
484,0.2,0.0
484,0.225,0.0
484,0.25,0.04296875
484,0.275,0.7109375
484,0.3,0.8642578125
485,0.2,0.0
485,0.225,0.0
485,0.25,0.0
485,0.275,0.7158203125
485,0.3,0.8740234375
486,0.2,0.0
486,0.225,0.0
486,0.25,0.0234375
486,0.275,0.685546875
486,0.3,0.8818359375
487,0.2,0.0
487,0.225,0.0
487,0.25,0.01171875
487,0.275,0.70703125
487,0.3,0.869140625
488,0.2,0.0009765625
488,0.225,0.0
488,0.25,0.0068359375
488,0.275,0.7265625
488,0.3,0.875
489,0.2,0.0
489,0.225,0.001953125
489,0.25,0.0380859375
489,0.275,0.666015625
489,0.3,0.8896484375
490,0.2,0.0
490,0.225,0.0
490,0.25,0.0146484375
490,0.275,0.689453125
490,0.3,0.859375
491,0.2,0.0
491,0.225,0.001953125
491,0.25,0.0078125
491,0.275,0.734375
491,0.3,0.888671875
492,0.2,0.0
492,0.225,0.0
492,0.25,0.0
492,0.275,0.6640625
492,0.3,0.8583984375
493,0.2,0.0
493,0.225,0.0
493,0.25,0.0
493,0.275,0.6806640625
493,0.3,0.8759765625
494,0.2,0.0
494,0.225,0.00390625
494,0.25,0.0478515625
494,0.275,0.7177734375
494,0.3,0.8603515625
495,0.2,0.0
495,0.225,0.0
495,0.25,0.00390625
495,0.275,0.6787109375
495,0.3,0.8701171875
496,0.2,0.0
496,0.225,0.0
496,0.25,0.0078125
496,0.275,0.5927734375
496,0.3,0.873046875
497,0.2,0.0
497,0.225,0.0
497,0.25,0.013671875
497,0.275,0.6845703125
497,0.3,0.8681640625
498,0.2,0.0
498,0.225,0.0
498,0.25,0.005859375
498,0.275,0.7119140625
498,0.3,0.859375
499,0.2,0.0
499,0.225,0.0
499,0.25,0.04296875
499,0.275,0.7158203125
499,0.3,0.86328125
500,0.2,0.0
500,0.225,0.0
500,0.25,0.02734375
500,0.275,0.6630859375
500,0.3,0.890625
501,0.2,0.0
501,0.225,0.0
501,0.25,0.0146484375
501,0.275,0.6787109375
501,0.3,0.8505859375
502,0.2,0.0
502,0.225,0.0087890625
502,0.25,0.0400390625
502,0.275,0.7392578125
502,0.3,0.873046875
503,0.2,0.0
503,0.225,0.0
503,0.25,0.03125
503,0.275,0.6748046875
503,0.3,0.8798828125
504,0.2,0.0
504,0.225,0.0
504,0.25,0.0048828125
504,0.275,0.6875
504,0.3,0.865234375
505,0.2,0.0
505,0.225,0.0
505,0.25,0.0146484375
505,0.275,0.736328125
505,0.3,0.8720703125
506,0.2,0.0
506,0.225,0.001953125
506,0.25,0.029296875
506,0.275,0.73046875
506,0.3,0.875
507,0.2,0.0
507,0.225,0.0
507,0.25,0.0087890625
507,0.275,0.65625
507,0.3,0.8671875
508,0.2,0.0
508,0.225,0.0
508,0.25,0.0087890625
508,0.275,0.634765625
508,0.3,0.8564453125
509,0.2,0.0
509,0.225,0.0
509,0.25,0.0263671875
509,0.275,0.7080078125
509,0.3,0.875
510,0.2,0.0
510,0.225,0.0
510,0.25,0.0078125
510,0.275,0.7275390625
510,0.3,0.8525390625
511,0.2,0.0
511,0.225,0.0
511,0.25,0.0
511,0.275,0.716796875
511,0.3,0.8740234375
512,0.2,0.0
512,0.225,0.0029296875
512,0.25,0.0126953125
512,0.275,0.69140625
512,0.3,0.8896484375
513,0.2,0.0
513,0.225,0.0029296875
513,0.25,0.0
513,0.275,0.685546875
513,0.3,0.8798828125
514,0.2,0.0
514,0.225,0.00390625
514,0.25,0.0078125
514,0.275,0.6982421875
514,0.3,0.83984375
515,0.2,0.0
515,0.225,0.0029296875
515,0.25,0.03125
515,0.275,0.6513671875
515,0.3,0.875
516,0.2,0.0
516,0.225,0.0
516,0.25,0.0
516,0.275,0.716796875
516,0.3,0.86328125
517,0.2,0.0
517,0.225,0.00390625
517,0.25,0.0283203125
517,0.275,0.71875
517,0.3,0.8642578125
518,0.2,0.0
518,0.225,0.0
518,0.25,0.0
518,0.275,0.73046875
518,0.3,0.8759765625
519,0.2,0.001953125
519,0.225,0.0
519,0.25,0.025390625
519,0.275,0.7470703125
519,0.3,0.8720703125
520,0.2,0.0
520,0.225,0.0
520,0.25,0.0
520,0.275,0.7001953125
520,0.3,0.875
521,0.2,0.0
521,0.225,0.0
521,0.25,0.013671875
521,0.275,0.7412109375
521,0.3,0.849609375
522,0.2,0.0
522,0.225,0.0
522,0.25,0.033203125
522,0.275,0.7060546875
522,0.3,0.869140625
523,0.2,0.0
523,0.225,0.0
523,0.25,0.0
523,0.275,0.724609375
523,0.3,0.8720703125
524,0.2,0.0
524,0.225,0.0
524,0.25,0.029296875
524,0.275,0.6748046875
524,0.3,0.8740234375
525,0.2,0.0
525,0.225,0.0009765625
525,0.25,0.025390625
525,0.275,0.7158203125
525,0.3,0.8720703125
526,0.2,0.0
526,0.225,0.0
526,0.25,0.0234375
526,0.275,0.689453125
526,0.3,0.8671875
527,0.2,0.0
527,0.225,0.0009765625
527,0.25,0.009765625
527,0.275,0.716796875
527,0.3,0.8759765625
528,0.2,0.0
528,0.225,0.0
528,0.25,0.0087890625
528,0.275,0.6962890625
528,0.3,0.8701171875
529,0.2,0.0009765625
529,0.225,0.0029296875
529,0.25,0.0185546875
529,0.275,0.673828125
529,0.3,0.8623046875
530,0.2,0.0
530,0.225,0.001953125
530,0.25,0.017578125
530,0.275,0.720703125
530,0.3,0.8583984375
531,0.2,0.0029296875
531,0.225,0.0
531,0.25,0.005859375
531,0.275,0.744140625
531,0.3,0.88671875
532,0.2,0.0
532,0.225,0.0009765625
532,0.25,0.0068359375
532,0.275,0.697265625
532,0.3,0.8818359375
533,0.2,0.0
533,0.225,0.0
533,0.25,0.0107421875
533,0.275,0.6806640625
533,0.3,0.8642578125
534,0.2,0.0
534,0.225,0.0
534,0.25,0.0302734375
534,0.275,0.708984375
534,0.3,0.869140625
535,0.2,0.0
535,0.225,0.0
535,0.25,0.0087890625
535,0.275,0.7392578125
535,0.3,0.8740234375
536,0.2,0.0
536,0.225,0.0068359375
536,0.25,0.01953125
536,0.275,0.7412109375
536,0.3,0.861328125
537,0.2,0.0
537,0.225,0.0
537,0.25,0.01171875
537,0.275,0.697265625
537,0.3,0.8583984375
538,0.2,0.0
538,0.225,0.00390625
538,0.25,0.01171875
538,0.275,0.7314453125
538,0.3,0.87109375
539,0.2,0.0
539,0.225,0.0126953125
539,0.25,0.017578125
539,0.275,0.67578125
539,0.3,0.8583984375
540,0.2,0.0029296875
540,0.225,0.00390625
540,0.25,0.0087890625
540,0.275,0.7333984375
540,0.3,0.84765625
541,0.2,0.0
541,0.225,0.0029296875
541,0.25,0.02734375
541,0.275,0.7197265625
541,0.3,0.8603515625
542,0.2,0.0
542,0.225,0.0
542,0.25,0.009765625
542,0.275,0.7412109375
542,0.3,0.8671875
543,0.2,0.0
543,0.225,0.0
543,0.25,0.0068359375
543,0.275,0.6416015625
543,0.3,0.8681640625
544,0.2,0.0
544,0.225,0.0029296875
544,0.25,0.0234375
544,0.275,0.6767578125
544,0.3,0.8564453125
545,0.2,0.0
545,0.225,0.0009765625
545,0.25,0.013671875
545,0.275,0.736328125
545,0.3,0.8544921875
546,0.2,0.0
546,0.225,0.0
546,0.25,0.0302734375
546,0.275,0.685546875
546,0.3,0.8603515625
547,0.2,0.0
547,0.225,0.0
547,0.25,0.017578125
547,0.275,0.705078125
547,0.3,0.873046875
548,0.2,0.0
548,0.225,0.0
548,0.25,0.0
548,0.275,0.6796875
548,0.3,0.865234375
549,0.2,0.001953125
549,0.225,0.001953125
549,0.25,0.0166015625
549,0.275,0.6826171875
549,0.3,0.85546875
550,0.2,0.0
550,0.225,0.001953125
550,0.25,0.0107421875
550,0.275,0.7158203125
550,0.3,0.8583984375
551,0.2,0.0
551,0.225,0.0
551,0.25,0.0048828125
551,0.275,0.71484375
551,0.3,0.876953125
552,0.2,0.0
552,0.225,0.0
552,0.25,0.015625
552,0.275,0.7041015625
552,0.3,0.8701171875
553,0.2,0.00390625
553,0.225,0.0009765625
553,0.25,0.0234375
553,0.275,0.7216796875
553,0.3,0.87109375
554,0.2,0.0
554,0.225,0.00390625
554,0.25,0.029296875
554,0.275,0.7021484375
554,0.3,0.8544921875
555,0.2,0.0009765625
555,0.225,0.0
555,0.25,0.0
555,0.275,0.7236328125
555,0.3,0.8779296875
556,0.2,0.0
556,0.225,0.0
556,0.25,0.0068359375
556,0.275,0.65625
556,0.3,0.8759765625
557,0.2,0.0
557,0.225,0.0
557,0.25,0.0107421875
557,0.275,0.70703125
557,0.3,0.8798828125
558,0.2,0.0
558,0.225,0.0
558,0.25,0.0224609375
558,0.275,0.6923828125
558,0.3,0.876953125
559,0.2,0.0
559,0.225,0.0029296875
559,0.25,0.01171875
559,0.275,0.57421875
559,0.3,0.869140625
560,0.2,0.0
560,0.225,0.0009765625
560,0.25,0.001953125
560,0.275,0.6787109375
560,0.3,0.8759765625
561,0.2,0.0
561,0.225,0.0068359375
561,0.25,0.0146484375
561,0.275,0.6982421875
561,0.3,0.8427734375
562,0.2,0.0
562,0.225,0.0
562,0.25,0.005859375
562,0.275,0.66796875
562,0.3,0.865234375
563,0.2,0.0
563,0.225,0.0
563,0.25,0.013671875
563,0.275,0.6611328125
563,0.3,0.8544921875
564,0.2,0.0
564,0.225,0.0029296875
564,0.25,0.009765625
564,0.275,0.7333984375
564,0.3,0.8740234375
565,0.2,0.0
565,0.225,0.0
565,0.25,0.015625
565,0.275,0.7216796875
565,0.3,0.873046875
566,0.2,0.0
566,0.225,0.0
566,0.25,0.0078125
566,0.275,0.697265625
566,0.3,0.8837890625
567,0.2,0.0
567,0.225,0.0
567,0.25,0.04296875
567,0.275,0.7080078125
567,0.3,0.8671875
568,0.2,0.0
568,0.225,0.0
568,0.25,0.0087890625
568,0.275,0.7197265625
568,0.3,0.8623046875
569,0.2,0.0
569,0.225,0.0
569,0.25,0.0
569,0.275,0.7080078125
569,0.3,0.84375
570,0.2,0.0
570,0.225,0.0
570,0.25,0.01171875
570,0.275,0.7021484375
570,0.3,0.865234375
571,0.2,0.0
571,0.225,0.0
571,0.25,0.0341796875
571,0.275,0.7099609375
571,0.3,0.861328125
572,0.2,0.0
572,0.225,0.0
572,0.25,0.02734375
572,0.275,0.740234375
572,0.3,0.8828125
573,0.2,0.0
573,0.225,0.0
573,0.25,0.0107421875
573,0.275,0.677734375
573,0.3,0.8876953125
574,0.2,0.0
574,0.225,0.001953125
574,0.25,0.0224609375
574,0.275,0.6826171875
574,0.3,0.8671875
575,0.2,0.0
575,0.225,0.0
575,0.25,0.005859375
575,0.275,0.720703125
575,0.3,0.87109375
576,0.2,0.0
576,0.225,0.0
576,0.25,0.0283203125
576,0.275,0.71875
576,0.3,0.857421875
577,0.2,0.0
577,0.225,0.0
577,0.25,0.01953125
577,0.275,0.66015625
577,0.3,0.873046875
578,0.2,0.0
578,0.225,0.0
578,0.25,0.0126953125
578,0.275,0.681640625
578,0.3,0.8623046875
579,0.2,0.0
579,0.225,0.00390625
579,0.25,0.017578125
579,0.275,0.67578125
579,0.3,0.8583984375
580,0.2,0.0
580,0.225,0.0
580,0.25,0.0
580,0.275,0.6806640625
580,0.3,0.8818359375
581,0.2,0.0
581,0.225,0.0
581,0.25,0.0107421875
581,0.275,0.736328125
581,0.3,0.869140625
582,0.2,0.0
582,0.225,0.0
582,0.25,0.015625
582,0.275,0.6591796875
582,0.3,0.8505859375
583,0.2,0.0009765625
583,0.225,0.0
583,0.25,0.0
583,0.275,0.689453125
583,0.3,0.8642578125
584,0.2,0.0
584,0.225,0.0
584,0.25,0.041015625
584,0.275,0.6904296875
584,0.3,0.859375
585,0.2,0.001953125
585,0.225,0.0
585,0.25,0.0498046875
585,0.275,0.69921875
585,0.3,0.865234375
586,0.2,0.0
586,0.225,0.0
586,0.25,0.0205078125
586,0.275,0.6982421875
586,0.3,0.8828125
587,0.2,0.0
587,0.225,0.00390625
587,0.25,0.0205078125
587,0.275,0.6689453125
587,0.3,0.85546875
588,0.2,0.0
588,0.225,0.0
588,0.25,0.0087890625
588,0.275,0.71875
588,0.3,0.8818359375
589,0.2,0.0
589,0.225,0.0029296875
589,0.25,0.0048828125
589,0.275,0.6875
589,0.3,0.8740234375
590,0.2,0.0
590,0.225,0.0
590,0.25,0.0419921875
590,0.275,0.71484375
590,0.3,0.8583984375
591,0.2,0.0
591,0.225,0.0048828125
591,0.25,0.0234375
591,0.275,0.6962890625
591,0.3,0.8740234375
592,0.2,0.0
592,0.225,0.0
592,0.25,0.00390625
592,0.275,0.73046875
592,0.3,0.873046875
593,0.2,0.0
593,0.225,0.0
593,0.25,0.0
593,0.275,0.6640625
593,0.3,0.8701171875
594,0.2,0.0
594,0.225,0.001953125
594,0.25,0.0185546875
594,0.275,0.6982421875
594,0.3,0.8642578125
595,0.2,0.0
595,0.225,0.001953125
595,0.25,0.01171875
595,0.275,0.5576171875
595,0.3,0.86328125
596,0.2,0.0
596,0.225,0.0
596,0.25,0.0390625
596,0.275,0.7119140625
596,0.3,0.880859375
597,0.2,0.0
597,0.225,0.0029296875
597,0.25,0.0166015625
597,0.275,0.736328125
597,0.3,0.8662109375
598,0.2,0.0
598,0.225,0.0
598,0.25,0.025390625
598,0.275,0.720703125
598,0.3,0.857421875
599,0.2,0.0
599,0.225,0.0
599,0.25,0.033203125
599,0.275,0.677734375
599,0.3,0.8642578125
600,0.2,0.0
600,0.225,0.0009765625
600,0.25,0.0078125
600,0.275,0.7001953125
600,0.3,0.869140625
601,0.2,0.0
601,0.225,0.0048828125
601,0.25,0.0107421875
601,0.275,0.703125
601,0.3,0.859375
602,0.2,0.0
602,0.225,0.0
602,0.25,0.0078125
602,0.275,0.7099609375
602,0.3,0.86328125
603,0.2,0.0
603,0.225,0.0
603,0.25,0.033203125
603,0.275,0.7197265625
603,0.3,0.875
604,0.2,0.0
604,0.225,0.0009765625
604,0.25,0.005859375
604,0.275,0.642578125
604,0.3,0.8701171875
605,0.2,0.0
605,0.225,0.0
605,0.25,0.0283203125
605,0.275,0.71484375
605,0.3,0.8603515625
606,0.2,0.0
606,0.225,0.0
606,0.25,0.0068359375
606,0.275,0.708984375
606,0.3,0.8828125
607,0.2,0.0
607,0.225,0.0048828125
607,0.25,0.0
607,0.275,0.681640625
607,0.3,0.8671875
608,0.2,0.0
608,0.225,0.0048828125
608,0.25,0.0263671875
608,0.275,0.6630859375
608,0.3,0.8564453125
609,0.2,0.001953125
609,0.225,0.0
609,0.25,0.0146484375
609,0.275,0.70703125
609,0.3,0.865234375
610,0.2,0.0
610,0.225,0.0
610,0.25,0.0234375
610,0.275,0.75
610,0.3,0.875
611,0.2,0.0
611,0.225,0.0
611,0.25,0.0
611,0.275,0.7294921875
611,0.3,0.87890625
612,0.2,0.0
612,0.225,0.0
612,0.25,0.0439453125
612,0.275,0.7060546875
612,0.3,0.8798828125
613,0.2,0.0
613,0.225,0.0
613,0.25,0.015625
613,0.275,0.681640625
613,0.3,0.8671875
614,0.2,0.0
614,0.225,0.0
614,0.25,0.0224609375
614,0.275,0.7119140625
614,0.3,0.849609375
615,0.2,0.0
615,0.225,0.0009765625
615,0.25,0.0
615,0.275,0.6943359375
615,0.3,0.884765625
616,0.2,0.0
616,0.225,0.0
616,0.25,0.025390625
616,0.275,0.71484375
616,0.3,0.8310546875
617,0.2,0.0
617,0.225,0.0
617,0.25,0.0126953125
617,0.275,0.7392578125
617,0.3,0.875
618,0.2,0.0
618,0.225,0.0
618,0.25,0.0302734375
618,0.275,0.6962890625
618,0.3,0.8408203125
619,0.2,0.0
619,0.225,0.0
619,0.25,0.009765625
619,0.275,0.6162109375
619,0.3,0.87109375
620,0.2,0.0
620,0.225,0.0
620,0.25,0.0400390625
620,0.275,0.6962890625
620,0.3,0.8701171875
621,0.2,0.0
621,0.225,0.0
621,0.25,0.01171875
621,0.275,0.669921875
621,0.3,0.8544921875
622,0.2,0.0
622,0.225,0.0029296875
622,0.25,0.0087890625
622,0.275,0.736328125
622,0.3,0.873046875
623,0.2,0.0
623,0.225,0.001953125
623,0.25,0.0283203125
623,0.275,0.7470703125
623,0.3,0.87109375
624,0.2,0.0
624,0.225,0.0
624,0.25,0.0302734375
624,0.275,0.6796875
624,0.3,0.83984375
625,0.2,0.0
625,0.225,0.0
625,0.25,0.0078125
625,0.275,0.6962890625
625,0.3,0.8916015625
626,0.2,0.0
626,0.225,0.0
626,0.25,0.0107421875
626,0.275,0.7509765625
626,0.3,0.884765625
627,0.2,0.0
627,0.225,0.0
627,0.25,0.021484375
627,0.275,0.7001953125
627,0.3,0.8662109375
628,0.2,0.0
628,0.225,0.001953125
628,0.25,0.037109375
628,0.275,0.7060546875
628,0.3,0.8662109375
629,0.2,0.0009765625
629,0.225,0.0
629,0.25,0.0107421875
629,0.275,0.677734375
629,0.3,0.8544921875
630,0.2,0.0
630,0.225,0.0
630,0.25,0.0205078125
630,0.275,0.7177734375
630,0.3,0.859375
631,0.2,0.0
631,0.225,0.0
631,0.25,0.0048828125
631,0.275,0.7197265625
631,0.3,0.8759765625
632,0.2,0.0
632,0.225,0.001953125
632,0.25,0.013671875
632,0.275,0.7255859375
632,0.3,0.8798828125
633,0.2,0.001953125
633,0.225,0.0
633,0.25,0.0126953125
633,0.275,0.6904296875
633,0.3,0.8564453125
634,0.2,0.0
634,0.225,0.0
634,0.25,0.0
634,0.275,0.69140625
634,0.3,0.8916015625
635,0.2,0.001953125
635,0.225,0.0029296875
635,0.25,0.0
635,0.275,0.71875
635,0.3,0.8701171875
636,0.2,0.0
636,0.225,0.0
636,0.25,0.01171875
636,0.275,0.701171875
636,0.3,0.8486328125
637,0.2,0.0
637,0.225,0.0009765625
637,0.25,0.0185546875
637,0.275,0.64453125
637,0.3,0.890625
638,0.2,0.0
638,0.225,0.0087890625
638,0.25,0.0126953125
638,0.275,0.7197265625
638,0.3,0.876953125
639,0.2,0.00390625
639,0.225,0.0009765625
639,0.25,0.0244140625
639,0.275,0.7666015625
639,0.3,0.8720703125
640,0.2,0.0
640,0.225,0.0
640,0.25,0.0
640,0.275,0.716796875
640,0.3,0.9013671875
641,0.2,0.0
641,0.225,0.0009765625
641,0.25,0.0224609375
641,0.275,0.662109375
641,0.3,0.8720703125
642,0.2,0.0
642,0.225,0.0009765625
642,0.25,0.0224609375
642,0.275,0.6884765625
642,0.3,0.8779296875
643,0.2,0.001953125
643,0.225,0.005859375
643,0.25,0.017578125
643,0.275,0.6552734375
643,0.3,0.8671875
644,0.2,0.0
644,0.225,0.001953125
644,0.25,0.015625
644,0.275,0.6279296875
644,0.3,0.8681640625
645,0.2,0.0
645,0.225,0.0
645,0.25,0.0146484375
645,0.275,0.7509765625
645,0.3,0.86328125
646,0.2,0.0
646,0.225,0.0048828125
646,0.25,0.0068359375
646,0.275,0.7216796875
646,0.3,0.849609375
647,0.2,0.0
647,0.225,0.0
647,0.25,0.0068359375
647,0.275,0.7197265625
647,0.3,0.8505859375
648,0.2,0.0
648,0.225,0.0009765625
648,0.25,0.015625
648,0.275,0.703125
648,0.3,0.8671875
649,0.2,0.0
649,0.225,0.0
649,0.25,0.025390625
649,0.275,0.693359375
649,0.3,0.865234375
650,0.2,0.0
650,0.225,0.00390625
650,0.25,0.044921875
650,0.275,0.6494140625
650,0.3,0.8544921875
651,0.2,0.0
651,0.225,0.0
651,0.25,0.0224609375
651,0.275,0.7060546875
651,0.3,0.8798828125
652,0.2,0.0
652,0.225,0.005859375
652,0.25,0.044921875
652,0.275,0.6748046875
652,0.3,0.87890625
653,0.2,0.0
653,0.225,0.0009765625
653,0.25,0.0
653,0.275,0.626953125
653,0.3,0.880859375
654,0.2,0.0
654,0.225,0.0
654,0.25,0.0029296875
654,0.275,0.7216796875
654,0.3,0.876953125
655,0.2,0.001953125
655,0.225,0.0
655,0.25,0.01171875
655,0.275,0.669921875
655,0.3,0.8525390625
656,0.2,0.0
656,0.225,0.0
656,0.25,0.0
656,0.275,0.7080078125
656,0.3,0.8740234375
657,0.2,0.0
657,0.225,0.0
657,0.25,0.03125
657,0.275,0.685546875
657,0.3,0.8642578125
658,0.2,0.0
658,0.225,0.001953125
658,0.25,0.02734375
658,0.275,0.6650390625
658,0.3,0.8798828125
659,0.2,0.0
659,0.225,0.00390625
659,0.25,0.0234375
659,0.275,0.7236328125
659,0.3,0.8935546875
660,0.2,0.0
660,0.225,0.0
660,0.25,0.0
660,0.275,0.56640625
660,0.3,0.8388671875
661,0.2,0.0
661,0.225,0.0
661,0.25,0.025390625
661,0.275,0.67578125
661,0.3,0.8955078125
662,0.2,0.0009765625
662,0.225,0.0
662,0.25,0.009765625
662,0.275,0.6650390625
662,0.3,0.857421875
663,0.2,0.0
663,0.225,0.0
663,0.25,0.02734375
663,0.275,0.705078125
663,0.3,0.861328125
664,0.2,0.0
664,0.225,0.0
664,0.25,0.0166015625
664,0.275,0.685546875
664,0.3,0.865234375
665,0.2,0.0
665,0.225,0.001953125
665,0.25,0.0244140625
665,0.275,0.6240234375
665,0.3,0.859375
666,0.2,0.0
666,0.225,0.0048828125
666,0.25,0.01953125
666,0.275,0.6611328125
666,0.3,0.8681640625
667,0.2,0.0
667,0.225,0.0
667,0.25,0.0
667,0.275,0.6865234375
667,0.3,0.8876953125
668,0.2,0.0
668,0.225,0.001953125
668,0.25,0.0078125
668,0.275,0.7255859375
668,0.3,0.861328125
669,0.2,0.0
669,0.225,0.00390625
669,0.25,0.01953125
669,0.275,0.6982421875
669,0.3,0.8671875
670,0.2,0.0
670,0.225,0.00390625
670,0.25,0.029296875
670,0.275,0.7275390625
670,0.3,0.8720703125
671,0.2,0.0
671,0.225,0.0
671,0.25,0.025390625
671,0.275,0.6904296875
671,0.3,0.8876953125
672,0.2,0.0
672,0.225,0.0029296875
672,0.25,0.0380859375
672,0.275,0.693359375
672,0.3,0.87109375
673,0.2,0.0029296875
673,0.225,0.0
673,0.25,0.0107421875
673,0.275,0.677734375
673,0.3,0.85546875
674,0.2,0.0
674,0.225,0.0
674,0.25,0.0
674,0.275,0.7080078125
674,0.3,0.8515625
675,0.2,0.0
675,0.225,0.0
675,0.25,0.021484375
675,0.275,0.6953125
675,0.3,0.869140625
676,0.2,0.0
676,0.225,0.0
676,0.25,0.0078125
676,0.275,0.7216796875
676,0.3,0.8798828125
677,0.2,0.0
677,0.225,0.0
677,0.25,0.0078125
677,0.275,0.701171875
677,0.3,0.88671875
678,0.2,0.0
678,0.225,0.0009765625
678,0.25,0.0361328125
678,0.275,0.6748046875
678,0.3,0.8828125
679,0.2,0.0
679,0.225,0.0
679,0.25,0.056640625
679,0.275,0.7158203125
679,0.3,0.8701171875
680,0.2,0.0
680,0.225,0.0
680,0.25,0.0185546875
680,0.275,0.712890625
680,0.3,0.8701171875
681,0.2,0.0
681,0.225,0.0
681,0.25,0.0263671875
681,0.275,0.70703125
681,0.3,0.876953125
682,0.2,0.0009765625
682,0.225,0.0
682,0.25,0.0
682,0.275,0.669921875
682,0.3,0.8671875
683,0.2,0.0
683,0.225,0.0
683,0.25,0.017578125
683,0.275,0.6640625
683,0.3,0.8720703125
684,0.2,0.0
684,0.225,0.0
684,0.25,0.0107421875
684,0.275,0.732421875
684,0.3,0.8623046875
685,0.2,0.0029296875
685,0.225,0.0
685,0.25,0.01953125
685,0.275,0.740234375
685,0.3,0.8466796875
686,0.2,0.0
686,0.225,0.0
686,0.25,0.0576171875
686,0.275,0.748046875
686,0.3,0.8818359375
687,0.2,0.0
687,0.225,0.0
687,0.25,0.0029296875
687,0.275,0.619140625
687,0.3,0.861328125
688,0.2,0.0
688,0.225,0.0
688,0.25,0.0087890625
688,0.275,0.6953125
688,0.3,0.857421875
689,0.2,0.0
689,0.225,0.0029296875
689,0.25,0.0
689,0.275,0.697265625
689,0.3,0.884765625
690,0.2,0.001953125
690,0.225,0.0009765625
690,0.25,0.0458984375
690,0.275,0.7158203125
690,0.3,0.87890625
691,0.2,0.0
691,0.225,0.0078125
691,0.25,0.0146484375
691,0.275,0.72265625
691,0.3,0.87109375
692,0.2,0.0
692,0.225,0.0
692,0.25,0.0
692,0.275,0.70703125
692,0.3,0.8740234375
693,0.2,0.0
693,0.225,0.0146484375
693,0.25,0.0322265625
693,0.275,0.650390625
693,0.3,0.8642578125
694,0.2,0.0
694,0.225,0.0
694,0.25,0.01953125
694,0.275,0.6708984375
694,0.3,0.8828125
695,0.2,0.0
695,0.225,0.0
695,0.25,0.005859375
695,0.275,0.7177734375
695,0.3,0.8828125
696,0.2,0.0
696,0.225,0.0
696,0.25,0.0
696,0.275,0.7158203125
696,0.3,0.865234375
697,0.2,0.0
697,0.225,0.0
697,0.25,0.00390625
697,0.275,0.685546875
697,0.3,0.8583984375
698,0.2,0.0
698,0.225,0.0048828125
698,0.25,0.0234375
698,0.275,0.6796875
698,0.3,0.8740234375
699,0.2,0.0
699,0.225,0.0
699,0.25,0.0078125
699,0.275,0.6884765625
699,0.3,0.8720703125
700,0.2,0.0
700,0.225,0.0
700,0.25,0.0146484375
700,0.275,0.693359375
700,0.3,0.876953125
701,0.2,0.0
701,0.225,0.0029296875
701,0.25,0.01953125
701,0.275,0.6826171875
701,0.3,0.849609375
702,0.2,0.0
702,0.225,0.0009765625
702,0.25,0.0234375
702,0.275,0.673828125
702,0.3,0.8427734375
703,0.2,0.0
703,0.225,0.0048828125
703,0.25,0.0185546875
703,0.275,0.7109375
703,0.3,0.8701171875
704,0.2,0.0
704,0.225,0.0
704,0.25,0.0029296875
704,0.275,0.724609375
704,0.3,0.8583984375
705,0.2,0.0
705,0.225,0.0068359375
705,0.25,0.017578125
705,0.275,0.7119140625
705,0.3,0.8603515625
706,0.2,0.0
706,0.225,0.0
706,0.25,0.0224609375
706,0.275,0.6552734375
706,0.3,0.8505859375
707,0.2,0.0
707,0.225,0.0
707,0.25,0.0087890625
707,0.275,0.6416015625
707,0.3,0.87109375
708,0.2,0.0
708,0.225,0.0009765625
708,0.25,0.0234375
708,0.275,0.6845703125
708,0.3,0.8642578125
709,0.2,0.0
709,0.225,0.0048828125
709,0.25,0.0166015625
709,0.275,0.693359375
709,0.3,0.8623046875
710,0.2,0.0
710,0.225,0.0
710,0.25,0.0068359375
710,0.275,0.703125
710,0.3,0.85546875
711,0.2,0.0
711,0.225,0.0107421875
711,0.25,0.0224609375
711,0.275,0.732421875
711,0.3,0.8623046875
712,0.2,0.0
712,0.225,0.0
712,0.25,0.021484375
712,0.275,0.7021484375
712,0.3,0.8662109375
713,0.2,0.0
713,0.225,0.001953125
713,0.25,0.0302734375
713,0.275,0.677734375
713,0.3,0.84765625
714,0.2,0.0
714,0.225,0.0
714,0.25,0.0
714,0.275,0.7060546875
714,0.3,0.8720703125
715,0.2,0.0
715,0.225,0.0
715,0.25,0.013671875
715,0.275,0.66796875
715,0.3,0.8671875
716,0.2,0.0
716,0.225,0.001953125
716,0.25,0.0
716,0.275,0.68359375
716,0.3,0.8505859375
717,0.2,0.0
717,0.225,0.0
717,0.25,0.0
717,0.275,0.705078125
717,0.3,0.875
718,0.2,0.0
718,0.225,0.0
718,0.25,0.0166015625
718,0.275,0.66015625
718,0.3,0.859375
719,0.2,0.0
719,0.225,0.0029296875
719,0.25,0.0087890625
719,0.275,0.6572265625
719,0.3,0.884765625
720,0.2,0.0
720,0.225,0.0
720,0.25,0.03125
720,0.275,0.654296875
720,0.3,0.884765625
721,0.2,0.0
721,0.225,0.0
721,0.25,0.0185546875
721,0.275,0.69921875
721,0.3,0.8916015625
722,0.2,0.0
